TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,Cleaned-Ingredients,Ingredient-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khara Bhath Recipe-South Indian Rava Bhath,"1 teaspoon White Urad Dal (Split),2 Green Chillies - slit,1 Onion - finely chopped,1 Curry leaves - few,1 tablespoon Ghee,Fresh coconut - grated to garnish (as required),3 cups Water,1 Tomato - chopped,1 Ginger - finely chopped,1 Dry Red Chillies - broken,3/4 cup Mixed vegetables - (beans,Salt - to taste,1/2 teaspoon Chana dal (Bengal Gram Dal),1 Cashew nuts - few,1 cup Sooji (Semolina/ Rava),1/2 Lemon,1 pinch Turmeric powder (Haldi),1 Green Bell Pepper (Capsicum) - chopped,1 teaspoon Mustard seeds,Sunflower Oil - to cook,3 teaspoons Vangi Bath Powder,Coriander (Dhania) Leaves - to garnish (as required)",40,Karnataka,"tomato,coriander (dhania) leaves,white urad dal (split),onion,turmeric powder,green chillies,chana dal (bengal gram dal),sunflower oil,salt,dry red chillies,lemon,vangi bath powder,coconut,mustard seeds,water,sooji (semolina rava),cashew nuts,ginger,ghee,curry leaves,green bell pepper (capsicum),mixed vegetables (beans",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabadi Chicken Shikampuri Kebab Recipe,"2 tablespoons Coriander (Dhania) Leaves - finely chopped,5 Mint Leaves (Pudina) - finely chopped,1-1/2 teaspoon Red Chilli powder,Salt - to taste,1 inch Cinnamon Stick (Dalchini),1/2 cup Hung Curd (Greek Yogurt),2 Cardamom (Elaichi) Pods/Seeds,1 tablespoon Ginger - grated,4 Whole Black Peppercorns,1 Whole Egg - beaten,500 grams Boneless chicken - cut into cubes,1 teaspoon Ajwain (Carom seeds),2 Onion - finely chopped,4 Green Chillies - finely chopped,Sunflower Oil - for shallow frying,1 tablespoon Garlic - minced,1 teaspoon Turmeric powder (Haldi),1/2 cup Chana dal (Bengal Gram Dal) - soaked for 30 mins,4 Cloves (Laung),3 Mint Leaves (Pudina) - chopped",55,Hyderabadi,"salt,hung curd (greek yogurt),boneless chicken,ginger,eggs,coriander (dhania) leaves,cardamom (elaichi) podsseeds,ajwain (carom seeds),red chilli powder,black peppercorns,onion,garlic,cinnamon stick (dalchini),cloves (laung),mint leaves (pudina),chana dal (bengal gram dal) mins,turmeric powder,green chillies,sunflower oil",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadai Broccoli Masala Recipe - Broccoli Cooked With Indian Spices,"2 Tomatoes - pureed,1 tablespoon Coriander (Dhania) Seeds,1/2 teaspoon Fennel seeds (Saunf),500 grams Broccoli - cut into little florets,1 teaspoon Garam masala powder,Salt - to taste,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),4 cloves Garlic - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Cumin seeds (Jeera),2 tablespoons Sunflower Oil,1 Red Bell pepper (Capsicum) - diced,1 Black cardamom (Badi Elaichi),1 Onion - roughly chopped,1 inch Ginger - finely chopped,1/4 Water",30,North Indian Recipes,"tomato,black cardamom (badi elaichi),red bell pepper (capsicum),ginger,salt,fennel seeds (saunf),red chilli powder,cloves garlic,water,coriander (dhania) seeds,onion,cumin seeds (jeera),broccoli florets,kasuri methi (dried fenugreek leaves),garam masala powder,sunflower oil",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhindi Raita Recipe (Okra Salad),"1/2 tablespoon Groundnut powder - roasted,1 teaspoon Sugar,1/2 teaspoon Mustard seeds,3/4 cup Hung Curd (Greek Yogurt) - whisked,Salt - to taste,1/2 teaspoon Chaat Masala Powder,1/4 teaspoon Asafoetida (hing),2 tablespoons Sunflower Oil,250 grams Bhindi (Lady Finger/Okra) - cleaned,1/2 teaspoon Cumin seeds (Jeera),2 teaspoon Red Chilli powder",30,Indian,"salt,hung curd (greek yogurt),mustard seeds,asafoetida (hing),chaat masala powder,red chilli powder,sugar,cumin seeds (jeera),bhindi (lady fingerokra),groundnut powder,sunflower oil",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chana Methi Dal Recipe - Fenugreek & Split Bengal Gram Curry,"1 cup Chana dal (Bengal Gram Dal),Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 cup Methi Leaves (Fenugreek Leaves) - a bunch,2 Dry Red Chillies,1 tablespoon Ghee,1/4 teaspoon Asafoetida (hing),1 teaspoon Turmeric powder (Haldi),1 Tomato - chopped,1 Onion - thinly sliced",45,North Indian Recipes,"tomato,salt,asafoetida (hing),ghee,red chilli powder,dry red chillies,onion,cumin seeds (jeera),coriander powder,turmeric powder,chana dal (bengal gram dal),methi leaves (fenugreek leaves) bunch",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheer Khurma Recipe - Seviyan or Vermicelli Kheer Pudding,"2 tablespoons Pistachios - roughly broken,1/4 cup Semiya (Vermicelli) - roasted,1 tablespoon Raisins,3 cups Milk,5 Dates - deseeded and finely chopped,1/2 cup Sugar,1/2 teaspoon Cardamom Powder (Elaichi) - freshly pounded,3 Saffron strands",50,Hyderabadi,"pistachios,milk,saffron strands,raisins,sugar,semiya (vermicelli),cardamom powder (elaichi),dates",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baked Fish In Coconut Milk Recipe,"1 teaspoon Green Chilli - minced,2 tablespoons Coriander (Dhania) Leaves - finely chopped,1 teaspoon Cumin powder (Jeera),1 cup Coconut milk - thick (canned or fresh),Salt - to taste,2 tablespoon Lemon juice,2 Onion - finely chopped,2 teaspoon Garlic - minced,2 tablespoon Coriander Powder (Dhania),1/2 teaspoon Fennel seeds (Saunf) - coarsely ground with mortar pestle,1/2 teaspoon Red Chilli powder,1 kg Fish fillet - cut into medium,2 Tomatoes - sliced into roundels,1/4 cup Sunflower Oil,1/4 teaspoon Turmeric powder (Haldi),2 tablespoon Sunflower Oil,2 teaspoon Ginger - minced",90,South Indian Recipes,"tomato,salt,cumin powder (jeera),ginger,coconut milk,green chilli,fennel seeds (saunf) ground mortar pestle,coriander (dhania) leaves,red chilli powder,fish fillet,garlic,onion,lemon,coriander powder,turmeric powder,sunflower oil",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Style Chicken Fry Recipe,"1 tablespoon Garam masala powder,1/2 teaspoon Turmeric powder (Haldi),1 tablespoon Black pepper powder,1/2 tablespoon Coriander Powder (Dhania) - coarsely grounded,2 sprig Curry leaves,Sunflower Oil - or ghee as required,Salt - to taste,1/2 cup Hung Curd (Greek Yogurt),1 Chicken breasts - cubed,1 teaspoon Red Chilli powder,1/2 tablespoon Ginger Garlic Paste,1 Onion - chopped,3 Green Chillies - chopped,1 teaspoon Fennel seeds (Saunf),2 Tomatoes - cubed,1/2 tablespoon Kashmiri Red Chilli Powder",50,Andhra,"tomato,salt,hung curd (greek yogurt),kashmiri red chilli powder,sunflower oil ghee,fennel seeds (saunf),red chilli powder,ginger garlic paste,curry leaves,onion,black pepper powder,coriander powder,chicken breasts,turmeric powder,green chillies,garam masala powder",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kashmiri Monj Haakh Recipe - Knol Khol Flavored With Asafoetida,"Salt - to taste,1/2 kg Knol Khol (Ganth Gobi/kadam),2 Stalks Knol khol Leaves (Ganth Gobi leaves),1 teaspoon Kashmiri masala powder,2 Dry Red Chillies,2-3 tablespoon Mustard oil,2 pinch Asafoetida (hing),1 pinch Baking soda",50,Kashmiri,"salt,mustard oil,asafoetida (hing),stalks knol khol leaves (ganth gobi leaves),baking soda,dry red chillies,knol khol (ganth gobikadam),kashmiri masala powder",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamatar Chaat Banarasi Style Recipe,"Sunflower Oil - as required,1 tablespoon Sugar,1 teaspoon Cumin powder (Jeera),Coriander (Dhania) Leaves - chopped,1 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,1 Onion - finely chopped,3 Green Chillies - chopped,Puffed rice - and namkeen (mixture),1 teaspoon Black Salt (Kala Namak),4 Tomatoes,2 Potatoes (Aloo) - boiled,2 tablespoons Tomato Ketchup,1 teaspoon Black pepper powder",35,Uttar Pradesh,"tomato,cumin powder (jeera),black salt,coriander (dhania) leaves,red chilli powder,puffed rice namkeen (mixture),tomato ketchup,sugar,onion,black pepper powder,potato (aloo),green chillies,garam masala powder,sunflower oil",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexican Salsa Chicken With Italian Cream Cheese Recipe,"Salt - to taste,1/2 teaspoon Garlic - minced,1 teaspoon Lemon juice,1 teaspoon Rock Salt,1 Onion - chopped,1 cup Penne pasta - optional,1 Pickled Jalapenos - deseeded,250 gram Britannia Cream Cheese,1/2 cup Coriander (Dhania) Leaves,200 grams Boneless chicken,100 grams Butter,3/4 cup Milk,1 cloves Garlic - chopped,1/2 teaspoon Sugar,4 Tomatoes - chopped,50 grams Mozzarella cheese,1 teaspoon Black pepper powder",40,Italian Recipes,"tomato,salt,cheese,boneless chicken,coriander (dhania) leaves,gram britannia,penne pasta,milk,mozzarella cheese,cloves garlic,jalapenos,sugar,onion,lemon,garlic,black pepper powder,butter",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baked Pasta Recipe With Spinach And Artichoke,"1/8 cup All Purpose Flour (Maida),2 teaspoon Extra Virgin Olive Oil,5 - 6 Artichokes - roughly chopped,1 cup Milk,1/2 teaspoon Dried oregano,2 cloves Garlic - grated,2 Spinach - bunches,1 Onion - finely chopped,50 grams Feta Cheese - or any other soft cheese,Salt and Pepper - to taste,200 grams Penne pasta,1/8 cup Butter,1/4 cup Black olives",75,Italian Recipes,"salt,penne pasta,milk,virgin olive oil,cloves garlic,feta cheese other soft cheese,onion,artichokes,spinach bunches,black olives,flour (maida),pepper,butter,dried oregano",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Chilli Cheese Quesadillas Recipe,"1 Onion - sliced,Salt - as required,6 Tortillas,1 tablespoon Chipotle sauce,1 teaspoon Butter,1 teaspoon Lemon juice,2 teaspoons Roasted tomato pasta sauce,1 cup Cheddar cheese - shredded,1/2 teaspoon Black pepper powder - crushed,250 grams Boneless chicken,1/2 cup Sweet corn,1 Green Bell Pepper (Capsicum) - sliced",70,Mexican,"salt,boneless chicken,black pepper powder,sweet corn,onion,lemon,cheddar cheese,chipotle sauce,green bell pepper (capsicum),tomato pasta sauce,butter,tortillas",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eggless Oats Cranberry Almond Cookies Recipe,"1/4 cup Badam (Almond) - light toasted and coarsely chopped,1 cup Oats Flour - toasted,75 grams Butter - cubed and cold,1/4 teaspoon Salt,1/4 cup Cranberries - dried,1 cup Whole Wheat Flour,1 teaspoon Vanilla Extract - or Almond Essence,3/4 cup Icing Sugar",30,Continental,"salt,wheat flour,badam (almond) light,vanilla almond essence,butter cold,cranberries dried,icing sugar,oats flour",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian Style Broccoli And Cauliflower Soup Recipe,"1 Onion - diced,1 cup Broccoli - cut into florets,Coriander (Dhania) Leaves - chopped,4 cups Vegetable stock,Salt - to taste,2 teaspoon Black pepper powder,Extra Virgin Olive Oil - as required,1 teaspoon Paprika powder,1 cup Carrot (Gajjar) - chopped (red),1 teaspoon Red Chilli flakes,1-1/2 cups Cauliflower (gobi) - cut into florets,3 Garlic - minced,Cheese - grated,2 teaspoon Italian seasoning,1 Tomato - chopped",30,Italian Recipes,"tomato,salt,vegetable stock,cheese,paprika powder,black pepper powder,coriander (dhania) leaves,cauliflower (gobi),red chilli flakes,virgin olive oil,italian,onion,broccoli,garlic,carrot (red)",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurant Style Chettinad Style Fish Curry Recipe,"2 teaspoon Fresh coconut - grated,8 Pearl onions (Sambar Onions),4 teaspoon Tamarind Water - (adjust),2 Dry Red Chilli,Salt - to taste,2 teaspoon Cumin seeds (Jeera),2 Cardamom (Elaichi) Pods/Seeds,6 Whole Black Peppercorns - (adjust),1 inch Ginger,2 Onions - chopped,Water - as needed,Coriander (Dhania) Leaves - to garish,1/2 inch Cinnamon Stick (Dalchini),10 cloves Garlic,3 Cloves (Laung),5-6 Fish fillet - surmai or pomphret variety,1 teaspoon Turmeric powder (Haldi),1 Tomato - chopped,1 sprig Curry leaves,2 teaspoon Sunflower Oil",55,Chettinad,"tomato,salt,ginger,tamarind water,cardamom (elaichi) podsseeds,coconut,black peppercorns,cloves garlic,dry red chilli,curry leaves,pearl onion (sambar onion),water,cinnamon stick (dalchini),cumin seeds (jeera),onion,fish fillet surmai pomphret variety,coriander (dhania) leaves garish,turmeric powder,cloves (laung),sunflower oil",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arugula & Fig Salad Recipe,"1 tablespoon Extra Virgin Olive Oil,2 tablespoon Red Wine Vinaigrette,Salt - to taste,10 Fresh Figs - quatered,1 cup Green beans (French Beans) - cut into 2 inch lengthwise,1/2 cup Lemon juice,2 tablespoon Tabasco Original - Hot Sauce,2 tablespoon Sunflower seeds,Black pepper powder - for seasoning,2 cups Arugula leaves - roots removed and washed,1 tablespoon Honey",25,Continental,"sunflower seeds,green beans (french beans),salt,red wine vinaigrette,tabasco original sauce,virgin olive oil,lemon,black pepper powder,arugula leaves roots,figs quatered",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Toast BLT Bagel Sandwich Recipe,"4 tablespoons Milk,3 Bacon strips,1 Bagel - cut into half,2 Arugula leaves - chopped,Salt - to taste,1 Tomato - sliced,1 Whole Egg,1 teaspoon Extra Virgin Olive Oil - for drizzling,Salt and Pepper - for seasoning,2 tablespoons Cheese,1 teaspoon Dried oregano",40,Continental,"tomato,salt,arugula leaves,cheese,bacon,eggs,virgin olive oil drizzling,bagel,milk,pepper,dried oregano",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parmesan Cheese Biscuits Recipe,"1 teaspoons Red Chilli flakes - (adjust),150 grams Parmesan cheese - grated,150 grams Butter (unsalted) - cut in cubes,150 grams All Purpose Flour (Maida)",70,Continental,"parmesan cheese,flour (maida),butter,red chilli flakes",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sooji Manpasand Burfi Recipe - Semolina Coconut Fudge,"1 cup Fresh coconut - grated,3/4 cup Ghee,1 pinch Saffron strands,Slivered Almonds (Badam) - (optional),1 cup Milk,1/2 teaspoon Cardamom Powder (Elaichi),2 cups Sugar,1 cup Sooji (Semolina/ Rava)",45,Indian,"ghee,coconut,milk,saffron strands,sugar,cardamom powder (elaichi),almonds (badam),sooji (semolina rava)",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eggless Beetroot Brownie Recipe Made With Amaranth Flour,"1/4 cup Ripe Bananas - mashed,3/4 teaspoon Baking powder,1 teaspoon Vanilla Extract,3/4 cup Rajgira Flour (Amaranth Flour),1/4 teaspoon Salt,1/2 cup Beetroot Puree - steamed and pureed,1/2 cup Walnuts - chopped,2 tablespoons Butter - softened,1/4 cup Cocoa Powder,1/2 cup Brown Sugar (Demerara Sugar) - (adjust),1/2 cup Chocolate chips - semisweet",60,Continental,"baking powder,salt,bananas,chocolate chips semisweet,rajgira flour (amaranth flour),vanilla,brown sugar (demerara sugar),cocoa powder,beetroot,butter,walnuts",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut Thumbprint Cookies With Pineapple And Apricot Preserve Recipe,"1 cup Fresh coconut - grated,1 cup All Purpose Flour (Maida),3/4 cup Sugar,1 cup Apricots - dried,1/2 teaspoon Baking powder,1 teaspoon Lemon juice,1 cup Sugar,1/4 teaspoon Salt,1/2 teaspoon Vanilla Extract,1 cup Water,1/2 cup Caster Sugar,100 grams Butter - softened,1 Pineapple",165,Continental,"pineapple,salt,baking powder,apricots dried,coconut,water,sugar,vanilla,lemon,caster sugar,flour (maida),butter",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharwa Karela With Sweet Potato Filling Recipe,"1 inch Ginger - chopped,2 Sweet Potatoes - boiled,5 Karela (Bitter Gourd/ Pavakkai),1 teaspoon Garam masala powder,Salt - as needed,1 Green Chillies,Sunflower Oil - to cook,2 Tomatoes - chopped,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 teaspoon Chaat Masala Powder",55,Indian,"tomato,salt,ginger,karela (bitter gourd pavakkai),chaat masala powder,red chilli powder,turmeric powder,green chillies,sweet potatoes,garam masala powder,sunflower oil",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala Cherupayar Curry Recipe (Green Moong and Yellow Moong Dal Recipe),"2 Green Chilli,1 cup Green Moong Dal (Whole),10 Pearl onions (Sambar Onions),2 Dry Red Chilli,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,Coconut Oil - for cooking,1/2 cup Fresh coconut,1/2 cup Yellow Moong Dal (Split),1 teaspoon Turmeric powder (Haldi),1 sprig Curry leaves",90,Kerala Recipes,"salt,yellow moong dal (split),green chilli,mustard seeds,coconut,dry red chilli,pearl onion (sambar onion),curry leaves,coconut oil,cumin seeds (jeera),green moong dal,turmeric powder",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rava Kakdi Thalipeeth Recipe (Maharashtrian Style Semolina-Cucumber Flatbread),"Coriander (Dhania) Leaves - a small bunch,Ghee - Ghee as required for cooking the thalipeeth (~ 2-3 tablespoons),Salt - to taste,3 Green Chillies - finely chopped or crushed (adjust to taste),2 Cucumbers - peeled and coarsely grated,1 cup Sooji (Semolina/ Rava),3 tablespoons Curd (Dahi / Yogurt)",30,Maharashtrian Recipes,"coriander (dhania),salt,ghee ghee the thalipeeth (~ ),green chilliesor,curd,cucumbers,sooji (semolina rava)",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kachi Tikya Recipe  - Chicken In Tomato Gravy With Potatoes,"4 Tomatoes - finely chopped,1 kg Chicken - minced,2 tablespoon Red Chilli powder - adjustable,4 Potatoes (Aloo),1 teaspoon Garam masala powder,1 tablespoon Cumin seeds (Jeera),1 Whole Egg,2 Onion - finely chopped,10 Green Chillies,1/2 cup Sunflower Oil,Salt - as per taste,1/4 teaspoon Mace powder,1 tablespoon Ginger Garlic Paste,3 tablespoon Coriander (Dhania) Leaves,2 tablespoon Cumin powder (Jeera)",46,North Indian Recipes,"tomato,salt,cumin powder (jeera),eggs,coriander (dhania) leaves,red chilli powder,mace powder,ginger garlic paste,onion,chicken,cumin seeds (jeera),potato (aloo),green chillies,garam masala powder,sunflower oil",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nei Appam / Unniyappam Recipe - Coconut Banana Fritters,"3/4 cup Jaggery - powdered,2 teaspoons Cardamom Powder (Elaichi),Ghee - for cooking,1/4 teaspoon Enos fruit salt - optional,1/2 cup Fresh coconut - grated,Salt - a pinch,1 cup Rice,1 cup Ripe Bananas - mashed",220,Kerala Recipes,"salt,bananas,rice,coconut,ghee,jaggery,cardamom powder (elaichi),enos fruit salt",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtrian Batatyacha Kees Recipe (Pan Fried Spiced Potatoes with Peanuts),"2 sprig Coriander (Dhania) Leaves - finely chopped,1/4 cup Roasted Peanuts (Moongphali) - coarsely pounded,Salt - to taste,1 teaspoon Cumin seeds (Jeera),4 Potatoes (Aloo) - washed and peeled,6 Green Chillies - finely chopped,1 tablespoon Ghee,1 Lemon juice,Fresh coconut - grated",35,Maharashtrian Recipes,"salt,ghee,coconut,coriander (dhania) leaves,cumin seeds (jeera),peanuts (moongphali),lemon,potato (aloo),green chillies",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathiri Urulai Masala Kuzhambu Recipe - Brinjal And Potato Masala Gravy,"4 Dry Red Chillies,Salt - as per your taste,1 inch Cinnamon Stick (Dalchini),1 Tomato - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Mustard seeds,1 Onion - finely chopped,2 Brinjal (Baingan / Eggplant) - diced,1 teaspoon Khuskhus,1/4 cup Fresh coconut - grated,1 teaspoon Fennel seeds (Saunf),20 grams Tamarind - gooseberry sized,1 tablespoon Sunflower Oil,Water - as needed,1/4 teaspoon Turmeric powder (Haldi),1 Potato (Aloo) - diced,5 Cashew nuts,1 sprig Curry leaves",40,South Indian Recipes,"tomato,cashew nuts,salt,sunflower oil,coconut,brinjal (baingan eggsplant),fennel seeds (saunf),potato (aloo),tamarind gooseberry,red chilli powder,mustard seeds,water,curry leaves,dry red chillies,onion,cinnamon stick (dalchini),turmeric powder,khuskhus",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kashmiri Style Yakhni Pulao With Chicken Recipe,"1/2 Tomato - chopped,1/2 teaspoon Cloves (Laung),2 Black cardamom (Badi Elaichi),1 teaspoon Coriander (Dhania) Seeds,1/2 cup Curd (Dahi / Yogurt),1 Mace (Javitri),3 cups Water,1-1/2 teaspoon Fennel seeds (Saunf) - ground,1 Onion - thinly sliced,2 inch Ginger,1/2 teaspoon Whole Black Peppercorns,1 teaspoon Garam masala powder,2 Cardamom (Elaichi) Pods/Seeds,Salt - as required,1/2 teaspoon Coriander Powder (Dhania),1-1/2 teaspoons Ginger Garlic Paste,2 inch Cinnamon Stick (Dalchini),1/2 teaspoon Red Chilli powder,1 teaspoon Cumin seeds (Jeera),1 pinch Nutmeg powder,2 cups Basmati rice - soaked in water for at least half an hour,500 grams Chicken - cut into pieces,1 Bay leaf (tej patta),1/2 Onion - cut in two pieces,6 cloves Garlic",70,Kashmiri,"tomato,fennel seeds (saunf) ground,black peppercorns,cloves garlic,coriander (dhania) seeds,onion,cumin seeds (jeera),black cardamom (badi elaichi),salt,cardamom (elaichi) podsseeds,mace (javitri),garam masala powder,nutmeg powder,red chilli powder,water,curd,chicken,ginger,bay leaf (tej patta),ginger garlic paste,cinnamon stick (dalchini),coriander powder,cloves (laung),basmati rice least",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
