TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,Cleaned-Ingredients,Ingredient-count,Canonical_Name,Name_Aliases,Cleaned_RecipeName
Kollu Masala Dosa Recipe - High Protein Horse Gram Dosa,"1 Onion - sliced,1/2 cup Coriander (Dhania) Leaves - chopped for garnish,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Mustard seeds,1 Green Chilli,Salt - to taste,1/2 cup Horse Gram Dal (Kollu/ Kulith),2 Potato (Aloo) - cooked and cubed,1 cup Rice,1 teaspoon Sunflower Oil,Water - to make the batter,1/2 teaspoon Red Chilli powder,1 teaspoon Methi Seeds (Fenugreek Seeds),1 sprig Curry leaves,Sunflower Oil - for frying",960,Konkan,"salt,green chilli,rice,mustard seeds,coriander leaves,potato,red chilli powder,water,curry leaves,onion,methi seeds,horse gram dal,turmeric powder,sunflower oil",14,kollu masala dosa,['high protein horse gram dosa'],"kollu masala dosa, high protein horse gram dosa"
Bengali Style Shak Bhaja Recipe - Stir Fried Green Amaranth Leaves (Recipe in Hindi)," 3 Buds Garlic - Finely chopped, 1/2 teaspoon Khus Khus, 1/2 cup Peanuts - Roast, 2 Dry Red Chillies, 1 inch Ginger - Kass, 1 teaspoon Cumin Powder, Salt - As per taste, mustard oil - as per use,300 grams Amaranth Leaves",45,Bengali Recipes,"peanuts roast,khus khus,buds garlic finely,salt per,mustard oil,cumin powder,dry red chillies,amaranth leaves,ginger kass",9,bengali style shak bhaja,['stir fried green amaranth leaves'],"bengali style shak bhaja, stir fried green amaranth leaves"
Kashmiri Style Haak T Thool Recipe - Greens Cooked With Eggs,"1 teaspoon Asafoetida (hing),2 Dry Red Chilli,1 Green Chilli - optional,3 to 4 tablespoons Mustard oil,4 Greens - (collard greens,2 Whole Eggs - hard boiled,Sunflower Oil - as required",60,Kashmiri,"green chilli,mustard oil,asafoetida,dry red chilli,greens (collard greens,eggs,sunflower oil",7,kashmiri style haak t thool,['greens cooked with eggs'],"kashmiri style haak t thool, greens cooked with eggs"
Savoury Baked Arbi Chips Recipe,"6 Colocasia root (Arbi) - thinly sliced,Salt - to taste,Amchur (Dry Mango Powder) - to taste (optional),Black pepper powder - to taste,1 tablespoon Extra Virgin Olive Oil - to toss",25,Indian,"salt,amchur,virgin olive oil toss,colocasia root,black pepper powder",5,savoury baked arbi chips,[],savoury baked arbi chips
Gujarati Vaghareli Mag Recipe - Whole Green Moong Dal Sabzi Recipe,"1 cup Green Moong Dal (Whole) - soaked overnight,1/2 teaspoon Turmeric powder (Haldi),1 sprig Curry leaves - torn,1 teaspoon Salt - or to taste,1 teaspoon Cumin seeds (Jeera),6 sprig Coriander (Dhania) Leaves - finely chopped,1 Green Chillies - finely chopped or slit,2 inch Ginger - finely chopped,1 teaspoon Sunflower Oil,1 Lemon - juice extracted",430,Gujarati Recipes﻿,"salt,ginger,green chilliesor,curry leaves,coriander leaves,cumin seeds,lemon,green moong dal,turmeric powder,sunflower oil",10,gujarati vaghareli mag,['whole green moong dal sabzi'],"gujarati vaghareli mag, whole green moong dal sabzi"
Gujarati Adadiya Ladwa Recipe - Urad Dal Halwa with Nuts & Spices,"1-3/4 cups Khoya (Mawa) - crumbled,1/2 cup Badam (Almond) - chopped,2 tablespoons Pistachios - chopped,1/3 cup Cashew nuts - chopped,2 tablespoons Cloves (Laung) - powdered,2 tablespoons Cinnamon Powder (Dalchini),1 1/2 tablespoon Peepramul powder (ganthoda),1 cup Sugar,2 tablespoons Cardamom Powder (Elaichi),1/2 cup Milk - lukewarm,4 tablespoons Dry ginger powder,2 cups Ghee - + 1/4 cup ghee,2 cups Urad Dal Flour - coarsely ground to a flour,2 tablespoon Gond (natural gum) - shallow fried in ghee and crushed,2 Badam (Almond) - sliced or pistachois will also do for garnishing,1-1/2 tablespoon Black pepper powder,1/4 cup Raisins - chopped",45,Gujarati Recipes﻿,"cashew nuts,gond ghee,khoya,badam pistachois will also do,pistachios,milk,raisins,urad dal flour ground flour,sugar,ghee ghee,badam,dry ginger powder,cardamom powder,black pepper powder,peepramul powder,cloves,cinnamon powder",17,gujarati adadiya ladwa,['urad dal halwa with nuts & spices'],"gujarati adadiya ladwa, urad dal halwa with nuts & spices"
Mung Bean Sprouts Salad Recipe With Brussel Sprouts and Pomegranate,"1 teaspoon Honey - optional,1 Green Chilli - finely chopped,1 Lemon - juiced,1/2 cup Fresh Pomegranate Fruit Kernels,15 Cranberries,Salt and Pepper - to taste,5 Brussel sprouts - shredded,1 cup Green Moong Sprouts",15,Fusion,"salt,green chilli,green moong sprouts,lemon,cranberries,brussel sprouts,pomegranate fruit kernels,pepper",8,mung bean sprouts salad with brussel sprouts and pomegranate,[],mung bean sprouts salad with brussel sprouts and pomegranate
Almond Pottukathalai No Recipe - No Almond Chana Dal,"1/4 cup Ghee,1/4 cup Almond Meal (Badam Powder),1 teaspoon Cardamom Powder (Elaichi) - crushed,1/4 cup Jaggery - powdered,1 cup Roasted Gram Dal (Pottukadalai)",40,Indian,"ghee,gram dal,jaggery,almond meal,cardamom powder",5,almond pottukathalai no,['no almond chana dal'],"almond pottukathalai no, no almond chana dal"
Konkani Style Sol Kadhi Recipe - Kokum Flavored Coconut Curry,"4 cloves Garlic - crushed,1 sprig Coriander (Dhania) Leaves - chopped,8 Kokum (Malabar Tamarind) - soaked with 1 cup water,1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,1/2 cup Fresh coconut,2 Dry Red Chillies,1 sprig Curry leaves,1 pinch Asafoetida (hing)",20,Konkan,"mustard seeds,coconut,asafoetida,kokum water,cloves garlic,curry leaves,coriander leaves,dry red chillies,cumin seeds",9,konkani style sol kadhi,['kokum flavored coconut curry'],"konkani style sol kadhi, kokum flavored coconut curry"
Kokum Saar Recipe - Traditional Maharashtrian Kokum Drink,"3 tablespoon Kokum (Malabar Tamarind) - unsweetened juice,3 tablespoon Jaggery - grated,2 teaspoon Cumin seeds (Jeera),5-6 Curry leaves,2-1/4 cup Water,2-3 Dry Red Chillies - broken or 1-2 green chillies,1 tablespoon Ghee,1/2 teaspoon Asafoetida (hing),Salt - as required (if using unsalted juice),2 teaspoon Coriander (Dhania) Leaves - chopped",30,Maharashtrian Recipes,"dry red chillies green chillies,salt,ghee,asafoetida,coriander leaves,jaggery,water,curry leaves,kokum unsweetened juice,cumin seeds",10,kokum saar,['traditional maharashtrian kokum drink'],"kokum saar, traditional maharashtrian kokum drink"
Lemon Oats Recipe,"3 Green Chillies,Coriander (Dhania) Leaves - for garnish,Salt - to taste,2 tablespoon Lemon juice,1 teaspoon Cumin seeds (Jeera),1 cup Instant Oats (Oatmeal),1 teaspoon Mustard seeds,3/4 teaspoon Turmeric powder (Haldi),1 teaspoon Ginger - grated,1 tablespoon Sunflower Oil,1 tablespoon Chana dal (Bengal Gram Dal),1 Onion,1/4 teaspoon Asafoetida (hing),Roasted Peanuts (Moongphali) - for garnish,1-1/2 teaspoon White Urad Dal (Split),3/4 cup Water,1 sprig Curry leaves",30,Indian,"salt,ginger,chana dal,mustard seeds,asafoetida,coriander leaves,water,curry leaves,white urad dal,onion,lemon,cumin seeds,peanuts,turmeric powder,green chillies,instant oats,sunflower oil",17,lemon oats,[],lemon oats
Marrakesh Vegetable Curry Recipe,"1 Brinjal (Baingan / Eggplant) - diced,1 teaspoon Curry powder,1/2 teaspoon Turmeric powder (Haldi),1 Red Yellow or Green Bell Pepper (Capsicum) - chopped,1 cup Spinach - chopped,1 Carrot (Gajjar) - peeled and diced,1 Sweet Potato - peeled and diced,1 Onion - chopped,Badam (Almond) - a few,Raisins - a few,1 Green zucchini - diced,6 Green beans (French Beans) - chopped,2 inch Cinnamon Stick (Dalchini),1 cup Fresh orange juice,3 cloves Garlic,2 tablespoons Sunflower Oil,1 teaspoon Black pepper powder",35,African,"badam a,green beans,spinach,brinjal,raisins,cloves garlic,carrot,orange juice,red yellow green bell pepper,onion,cinnamon stick,curry powder,black pepper powder,green zucchini,turmeric powder,sweet potato,sunflower oil",17,marrakesh vegetable curry,[],marrakesh vegetable curry
Chilli Cheese Paratha Recipe,"Ghee - to smear while cooking,2 teaspoon Kalonji (Onion Nigella Seeds),200 grams Britannia Cheese Block - grated,Salt - to taste,2 teaspoon Cumin powder (Jeera),2 Onions - finely chopped,6 Green Chillies - finely chopped,2 cups Whole Wheat Flour,1/2 cup Mint Leaves (Pudina)",50,North Indian Recipes,"salt,cumin powder,wheat flour,kalonji,mint leaves,ghee,onion,britannia cheese block,green chillies",9,chilli cheese paratha,[],chilli cheese paratha
Chicken Sholay Kebab Recipe,"2 inch Ginger,2 Green Chillies,1 teaspoon Cumin powder (Jeera),1 tablespoon Gram flour (besan),Salt - to taste,1 teaspoon Coriander Powder (Dhania),300 grams Boneless chicken - cut into chunks,3 tablespoons All Purpose Flour (Maida),1 teaspoon Sambar Powder,2 tablespoons Kashmiri Red Chilli Powder,4 sprig Curry leaves,1 tablespoon Rice flour,Sunflower Oil - as required,6 cloves Garlic",30,South Indian Recipes,"salt,cumin powder,ginger,boneless chicken,kashmiri red chilli powder,sambar powder,flour,cloves garlic,gram flour,curry leaves,coriander powder,rice flour,green chillies,sunflower oil",14,chicken sholay kebab,[],chicken sholay kebab
Moolangi Tovve Recipe - Moolangi Tavve Recipe," 1 tsp turmeric powder, 1/2 cup yellow moong dal, 2 green chillies - finely chopped, 1 tbsp ghee, asafetida - a pinch, 1 tsp ginger - grated, 1 teaspoon mustard, 2 dry red chillies, 2 tbsp coconut - grated, 1 lemon - cut, coriander leaves - a little,3 radishes - peeled and chopped",40,South Indian Recipes,"turmeric powder,ginger,coriander leaves,radishes,coconut,ghee,mustard,dry red chillies,lemon,asafetida,green chillies,yellow moong dal",12,moolangi tovve,['moolangi tavve'],"moolangi tovve, moolangi tavve"
Kongunadu Cucumber Juice Recipe - Spicy & Tonji Eggplant Juice,"10 Small Brinjal (Baingan / Eggplant),1 tablespoon Coriander (Dhania) Seeds,4 cloves Garlic,Salt - to taste,1 Tomato - finely chopped,1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,2 Dry Red Chillies - (adjust according to the heat of the chilli),5 Curry leaves - tear them roughly,1 Dry Red Chilli - cut it into smaller pieces,2 teaspoons Arhar dal (Split Toor Dal),1/2 cup Tamarind Water,1/4 teaspoon Turmeric powder (Haldi),2 teaspoons Ghee,4 sprig Coriander (Dhania) Leaves - finely chopped,1 sprig Curry leaves,1 pinch Asafoetida (hing),1 teaspoon Whole Black Peppercorns",40,South Indian Recipes,"tomato,salt,arhar dal,tamarind water,ghee,brinjal,mustard seeds,asafoetida,cloves garlic,black peppercorns,curry leaves,coriander leaves,coriander seeds,dry red chillies,cumin seeds,turmeric powder,dry red chilli smer,curry leaves tear them",18,kongunadu cucumber juice,['spicy & tonji eggplant juice'],"kongunadu cucumber juice, spicy & tonji eggplant juice"
Beetroot Poriyal (Recipe In Hindi),"2 beetroot - cut into small pieces, 1 tablespoon coconut - Tighten, 2 green chillies - finely chopped, 1 teaspoon white urad dal, 1/2 teaspoon mustard, 1/4 teaspoon asafoetida, Salt - As per taste, 1/2 teaspoon cumin seeds, 1/2 cup small onion - finely chopped, 4 curry leaves - break, Oil - As per use, 1/4 teaspoon turmeric powder ",40,South Indian Recipes,"turmeric powder,salt per,coconut,curry leaves break,asafoetida,mustard,onion,oil,beetroot,green chillies,cumin seeds,white urad dal",12,beetroot poriyal,[],beetroot poriyal
Tomato Onion Chutney Recipe - Tomato Onion Chutney Recipe," 1 green chili, salt - as per taste , 4 curry leaves, 1 tsp sesame oil, 1/4 tsp turmeric powder, 1/2 cup small onions, 1/2 tsp rye - or any oil,4 tomatoes - chopped, 1 tbsp sesame oil - or any oil, 1 tsp white urad dal, 1/4 tsp asafoetida - optional",25,South Indian Recipes,"tomato,turmeric powder,salt,green chilli,asafoetida,sesame oil oil,curry leaves,rye oil,onion,sesame oil,white urad dal",11,tomato onion chutney,[],tomato onion chutney
Saffron Peda Recipe,"1/2 teaspoon Ghee - optional,1 tablespoon Pistachios - sliced,4 tablespoons Sugar,300 grams Khoya (Mawa) - store bought or home made,1/4 teaspoon Cardamom Powder (Elaichi),2 tablespoons Milk,1 teaspoon Saffron strands",45,Indian,"pistachios,ghee,saffron strands,milk,sugar,cardamom powder,khoya store bought",7,saffron peda,[],saffron peda
Mushroom Methi Brown Rice Recipe,"1/2 teaspoon Turmeric powder (Haldi),5 cloves Garlic - chopped,Salt - to taste,1 cup Methi Leaves (Fenugreek Leaves) - chopped,1 teaspoon Red Chilli powder,2 Onions - finely chopped,2 teaspoon Coriander Powder (Dhania),1 cup Button mushrooms - sliced thin,2 Tomatoes - finely chopped,2 tablespoons Sunflower Oil,1 cup Brown Rice,3 Green Chillies - slit",55,Indian,"tomato,salt,brown rice,coriander powder,methi leaves,red chilli powder,cloves garlic,onion,button mushrooms,turmeric powder,green chillies,sunflower oil",12,mushroom methi brown rice,[],mushroom methi brown rice
South Indian Onion Chutney Recipe,"2 Onions,2 tablespoons Black Urad Dal (Split),3 Dry Red Chillies,1 tablespoon Tamarind Paste,2 teaspoons Sunflower Oil,1 teaspoon Cumin seeds (Jeera),Salt - to taste,1/2 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,1/2 teaspoon Jaggery,1 sprig Curry leaves",40,South Indian Recipes,"salt,mustard seeds,jaggery,black urad dal,curry leaves,dry red chillies,onion,cumin seeds,tamarind paste,sunflower oil",10,south indian onion chutney,[],south indian onion chutney
The Paruppu Podi Recipe - South Indian Spiced Dal Chutney Powder,"Salt - to taste,1 teaspoon Cumin seeds (Jeera),10 Curry leaves,6 Dry Red Chillies,1 cup Arhar dal (Split Toor Dal),1/4 cup Chana dal (Bengal Gram Dal) - roasted,1/4 teaspoon Asafoetida (hing),1 teaspoon Whole Black Peppercorns",30,South Indian Recipes,"salt,arhar dal,asafoetida,black peppercorns,curry leaves,dry red chillies,cumin seeds,chana dal",8,the paruppu podi,['south indian spiced dal chutney powder'],"the paruppu podi, south indian spiced dal chutney powder"
Ruote Pasta & Eggplant Gratin Recipe,"7-8 Del Monte Black Olives - halved,2 sprig Basil leaves - torn,1-2 teaspoon Whole Black Peppercorns - crushed,1 Red Bell pepper (Capsicum) - chopped,1/4 cup Soy granules - soaked in hot water for 15 minutes and drained,1 cup Route Pasta -  Del Monte Ruote pasta,1 Onion - chopped,1/2 cup Gouda cheese - shredded or crumbled,2 teaspoons Red Chilli flakes,4-5 tablespoon Extra Virgin Olive Oil,1/2 cup Tomato Basil Pasta Sauce - Del Monte pasta sauce,2 sprig Parsley leaves - chopped,4-5 cloves Garlic - minced,1 Brinjal (Baingan / Eggplant) - sliced (into rounds),1/4 cup Sweet corn - Delmonte,3-4 tablespoons Whole Wheat Bread crumbs",70,Italian Recipes,"red bell pepper,soy granules,basil leaves,virgin olive oil,cloves garlic,red chilli flakes,black peppercorns,parsley leaves,gouda cheese,onion,brinjal,wheat bread crumbs,del monte black olives,sweet corn delmonte,tomato basil pasta sauce del monte pasta sauce,route pasta del monte ruote pasta",16,ruote pasta & eggplant gratin,[],ruote pasta & eggplant gratin
Barnyard Millet Bisi Bele Bath Recipe,"1 Drumstick - cut into 1 inch pieces,2 Dry Red Chilli,1/4 cup Bisi Bele Bhat Spice Powder,1 cup Arhar dal (Split Toor Dal),1 Potato (Aloo) - peeled and diced,1 tablespoon Ghee,2 Tomatoes - roughly chopped,10 Pearl onions (Sambar Onions) - peeled,Salt - to taste,2 Carrots (Gajjar) - diced,1 cup Barnyard Millet,1/4 cup Green peas (Matar),1/2 teaspoon Cumin seeds (Jeera),Coriander (Dhania) Leaves - a small bunch,1/2 cup Green beans (French Beans) - diced,1/2 teaspoon Turmeric powder (Haldi),1 Green Bell Pepper (Capsicum) - diced,1 teaspoon Mustard seeds,1-1/2 cups Tamarind Water,2 teaspoons Jaggery,1 sprig Curry leaves",110,South Indian Recipes,"tomato,jaggery,carrot,curry leaves,cumin seeds,turmeric powder,salt,coriander,arhar dal,barnyard millet,bisi bele bhat spice powder,green beans,tamarind water,mustard seeds,dry red chilli,ghee,potato,green peas,drumstick,pearl onion,green bell pepper",21,barnyard millet bisi bele bath,[],barnyard millet bisi bele bath
Maharashtrian Aunty Recipe,"1/2 teaspoon Turmeric powder (Haldi),2 Green Chillies,2 teaspoon Maharashtrian Goda Masala,Salt - to taste,Coriander (Dhania) Leaves - for garnish,1 teaspoon Cumin seeds (Jeera),1 teaspoon Ghee,1 teaspoon Mustard seeds,20 grams Tamarind - in 2 tablespoon of water,1 cup Arhar dal (Split Toor Dal),1/2 teaspoon Asafoetida (hing),1 teaspoon Sunflower Oil,1/2 teaspoon Jaggery,3/4 cup Water,1 sprig Curry leaves",55,Maharashtrian Recipes,"salt,arhar dal,tamarind water,coriander leaves,ghee,mustard seeds,asafoetida,jaggery,water,curry leaves,cumin seeds,maharashtrian goda masala,turmeric powder,green chillies,sunflower oil",15,maharashtrian aunty,[],maharashtrian aunty
Onion Bajji Recipe -Vengaya Bajji/ South Indian Onion Pakora,"1/2 teaspoon Turmeric powder (Haldi),2 Onions - Cut into roundels,Salt - to taste,1 teaspoon Red Chilli powder,1 teaspoon Ajwain (Carom seeds),1 cup Gram flour (besan),1 pinch Asafoetida (hing)",15,Indian,"salt,asafoetida,ajwain,red chilli powder,gram flour,onion,turmeric powder",7,onion bajji,"['vengaya bajji', 'south indian onion pakora']","onion bajji, vengaya bajji, south indian onion pakora"
Porridge Bread Recipe,"Salt - to taste,1 cup Khichdi/Pongal,1/4 cup Rice flour - or as needed,1/4 cup Onion - finely diced (optional),Sunflower Oil - as needed",15,Indian,"salt,khichdipongal,onion,rice flour,sunflower oil",5,porridge bread,[],porridge bread
Foxtail Millet Rava Idli Recipe,"1/2 cup Carrot (Gajjar) - grated,1/2 teaspoon Mustard seeds,3/4 cup Foxtail Millet,1/2 inch Ginger - grated,Salt - to taste,1/2 teaspoon White Urad Dal (Split),2 Green Chillies - finely chopped (adjust),3/4 cup Curd (Dahi / Yogurt) - beaten,Cashew nuts - a few,Curry leaves - few sprigs,Water - as needed,Coriander (Dhania) Leaves - small bunch,1/2 teaspoon Chana dal (Bengal Gram Dal),1 teaspoon Sunflower Oil,1 pinch Enos fruit salt",40,South Indian Recipes,"cashew nuts,coriander,salt,ginger,chana dal,mustard seeds,foxtail millet,water,carrot,curry leaves,curd,white urad dal,enos fruit salt,green chillies,sunflower oil",15,foxtail millet rava idli,[],foxtail millet rava idli
Besan Oats Ladoo Recipe,"1/4 cup Ghee,1/4 tablespoon Cardamom Powder (Elaichi),1-2 tablespoon Pistachios - coarsely powdered,1 cup Gram flour (besan),1/2 cup Instant Oats (Oatmeal),3/4 cup Sugar - powdered",40,Indian,"ghee,pistachios,gram flour,sugar,cardamom powder,instant oats",6,besan oats ladoo,[],besan oats ladoo
Ada Pradhaman Recipe With Homemade Ada- Kerala Special Payasam Recipe,"3/4 cup Jaggery - powdered,10 Raisins,1/4 cup Hot water,1/4 cup Fresh coconut - finely chopped or thinly sliced coconut pieces,1 Banana leaf,1 teaspoon Ghee,1/2 teaspoon Ghee,Salt - a pinch,1/2 teaspoon Sunflower Oil - for greasing,2 Cardamom (Elaichi) Pods/Seeds - powdered,10 Cashew nuts,1/4 cup Rice flour,1 cup Coconut milk - thick one",45,South Indian Recipes,"cashew nuts,salt,ghee,cardamom podsseeds,jaggery,coconutor coconut,water,raisins,banana leaf,sunflower oil greasing,coconut milk,rice flour",12,ada pradhaman with homemade ada,['kerala special payasam'],"ada pradhaman with homemade ada, kerala special payasam"
